userId	geneSymbol	geneName	entrezgene	gLink
YIPF4	YIPF4	Yip1 domain family member 4	84272	https://www.ncbi.nlm.nih.gov/gene/?term=84272
RTCA	RTCA	RNA 3'-terminal phosphate cyclase	8634	https://www.ncbi.nlm.nih.gov/gene/?term=8634
MFAP1	MFAP1	microfibril associated protein 1	4236	https://www.ncbi.nlm.nih.gov/gene/?term=4236
ADI1	ADI1	acireductone dioxygenase 1	55256	https://www.ncbi.nlm.nih.gov/gene/?term=55256
HNRNPA3	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	220988	https://www.ncbi.nlm.nih.gov/gene/?term=220988
BCS1L	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	617	https://www.ncbi.nlm.nih.gov/gene/?term=617
CMTM6	CMTM6	CKLF like MARVEL transmembrane domain containing 6	54918	https://www.ncbi.nlm.nih.gov/gene/?term=54918
USB1	USB1	U6 snRNA biogenesis phosphodiesterase 1	79650	https://www.ncbi.nlm.nih.gov/gene/?term=79650
AMT	AMT	aminomethyltransferase	275	https://www.ncbi.nlm.nih.gov/gene/?term=275
LAMTOR3	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	8649	https://www.ncbi.nlm.nih.gov/gene/?term=8649
RIPK3	RIPK3	receptor interacting serine/threonine kinase 3	11035	https://www.ncbi.nlm.nih.gov/gene/?term=11035
CPQ	CPQ	carboxypeptidase Q	10404	https://www.ncbi.nlm.nih.gov/gene/?term=10404
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799	https://www.ncbi.nlm.nih.gov/gene/?term=92799
YDJC	YDJC	YdjC chitooligosaccharide deacetylase homolog	150223	https://www.ncbi.nlm.nih.gov/gene/?term=150223
SPATS2L	SPATS2L	spermatogenesis associated serine rich 2 like	26010	https://www.ncbi.nlm.nih.gov/gene/?term=26010
PARM1	PARM1	prostate androgen-regulated mucin-like protein 1	25849	https://www.ncbi.nlm.nih.gov/gene/?term=25849
APMAP	APMAP	adipocyte plasma membrane associated protein	57136	https://www.ncbi.nlm.nih.gov/gene/?term=57136
CBX3	CBX3	chromobox 3	11335	https://www.ncbi.nlm.nih.gov/gene/?term=11335
ALDH4A1	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659	https://www.ncbi.nlm.nih.gov/gene/?term=8659
HYAL3	HYAL3	hyaluronidase 3	8372	https://www.ncbi.nlm.nih.gov/gene/?term=8372
FANCF	FANCF	FA complementation group F	2188	https://www.ncbi.nlm.nih.gov/gene/?term=2188
PTOV1-AS1	PTOV1-AS1	PTOV1 antisense RNA 1	100506033	https://www.ncbi.nlm.nih.gov/gene/?term=100506033
CYYR1	CYYR1	cysteine and tyrosine rich 1	116159	https://www.ncbi.nlm.nih.gov/gene/?term=116159
APOBEC3C	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	27350	https://www.ncbi.nlm.nih.gov/gene/?term=27350
TRAF2	TRAF2	TNF receptor associated factor 2	7186	https://www.ncbi.nlm.nih.gov/gene/?term=7186
CXCL16	CXCL16	C-X-C motif chemokine ligand 16	58191	https://www.ncbi.nlm.nih.gov/gene/?term=58191
EXOSC8	EXOSC8	exosome component 8	11340	https://www.ncbi.nlm.nih.gov/gene/?term=11340
B4GALT3	B4GALT3	beta-1,4-galactosyltransferase 3	8703	https://www.ncbi.nlm.nih.gov/gene/?term=8703
HSD17B7	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	51478	https://www.ncbi.nlm.nih.gov/gene/?term=51478
NDUFAF4	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	29078	https://www.ncbi.nlm.nih.gov/gene/?term=29078
ACP6	ACP6	acid phosphatase 6, lysophosphatidic	51205	https://www.ncbi.nlm.nih.gov/gene/?term=51205
MIOS	MIOS	meiosis regulator for oocyte development	54468	https://www.ncbi.nlm.nih.gov/gene/?term=54468
TXNDC9	TXNDC9	thioredoxin domain containing 9	10190	https://www.ncbi.nlm.nih.gov/gene/?term=10190
FARSB	FARSB	phenylalanyl-tRNA synthetase subunit beta	10056	https://www.ncbi.nlm.nih.gov/gene/?term=10056
RICTOR	RICTOR	RPTOR independent companion of MTOR complex 2	253260	https://www.ncbi.nlm.nih.gov/gene/?term=253260
SAR1B	SAR1B	secretion associated Ras related GTPase 1B	51128	https://www.ncbi.nlm.nih.gov/gene/?term=51128
KRR1	KRR1	KRR1 small subunit processome component homolog	11103	https://www.ncbi.nlm.nih.gov/gene/?term=11103
TMEM87A	TMEM87A	transmembrane protein 87A	25963	https://www.ncbi.nlm.nih.gov/gene/?term=25963
SCAMP2	SCAMP2	secretory carrier membrane protein 2	10066	https://www.ncbi.nlm.nih.gov/gene/?term=10066
MATR3	MATR3	matrin 3	9782	https://www.ncbi.nlm.nih.gov/gene/?term=9782
SBDS	SBDS	SBDS ribosome maturation factor	51119	https://www.ncbi.nlm.nih.gov/gene/?term=51119
RPA1	RPA1	replication protein A1	6117	https://www.ncbi.nlm.nih.gov/gene/?term=6117
ERH	ERH	ERH mRNA splicing and mitosis factor	2079	https://www.ncbi.nlm.nih.gov/gene/?term=2079
NOA1	NOA1	nitric oxide associated 1	84273	https://www.ncbi.nlm.nih.gov/gene/?term=84273
B3GNTL1	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	146712	https://www.ncbi.nlm.nih.gov/gene/?term=146712
DCTD	DCTD	dCMP deaminase	1635	https://www.ncbi.nlm.nih.gov/gene/?term=1635
NKTR	NKTR	natural killer cell triggering receptor	4820	https://www.ncbi.nlm.nih.gov/gene/?term=4820
MKRN1	MKRN1	makorin ring finger protein 1	23608	https://www.ncbi.nlm.nih.gov/gene/?term=23608
GSPT2	GSPT2	G1 to S phase transition 2	23708	https://www.ncbi.nlm.nih.gov/gene/?term=23708
VRK3	VRK3	VRK serine/threonine kinase 3	51231	https://www.ncbi.nlm.nih.gov/gene/?term=51231
EHD4	EHD4	EH domain containing 4	30844	https://www.ncbi.nlm.nih.gov/gene/?term=30844
ATAD1	ATAD1	ATPase family AAA domain containing 1	84896	https://www.ncbi.nlm.nih.gov/gene/?term=84896
TOMM34	TOMM34	translocase of outer mitochondrial membrane 34	10953	https://www.ncbi.nlm.nih.gov/gene/?term=10953
SETD9	SETD9	SET domain containing 9	133383	https://www.ncbi.nlm.nih.gov/gene/?term=133383
MED10	MED10	mediator complex subunit 10	84246	https://www.ncbi.nlm.nih.gov/gene/?term=84246
METAP1	METAP1	methionyl aminopeptidase 1	23173	https://www.ncbi.nlm.nih.gov/gene/?term=23173
AUH	AUH	AU RNA binding methylglutaconyl-CoA hydratase	549	https://www.ncbi.nlm.nih.gov/gene/?term=549
GOT1	GOT1	glutamic-oxaloacetic transaminase 1	2805	https://www.ncbi.nlm.nih.gov/gene/?term=2805
KPNA3	KPNA3	karyopherin subunit alpha 3	3839	https://www.ncbi.nlm.nih.gov/gene/?term=3839
ARL14EP	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	120534	https://www.ncbi.nlm.nih.gov/gene/?term=120534
ARFGAP3	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	26286	https://www.ncbi.nlm.nih.gov/gene/?term=26286
ZDHHC12	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	84885	https://www.ncbi.nlm.nih.gov/gene/?term=84885
MRTO4	MRTO4	MRT4 homolog, ribosome maturation factor	51154	https://www.ncbi.nlm.nih.gov/gene/?term=51154
ZDHHC4	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4	55146	https://www.ncbi.nlm.nih.gov/gene/?term=55146
HPS1	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	3257	https://www.ncbi.nlm.nih.gov/gene/?term=3257
RAB4B	RAB4B	RAB4B, member RAS oncogene family	53916	https://www.ncbi.nlm.nih.gov/gene/?term=53916
TIAL1	TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1	7073	https://www.ncbi.nlm.nih.gov/gene/?term=7073
PCBD1	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	5092	https://www.ncbi.nlm.nih.gov/gene/?term=5092
YEATS4	YEATS4	YEATS domain containing 4	8089	https://www.ncbi.nlm.nih.gov/gene/?term=8089
GID8	GID8	GID complex subunit 8 homolog	54994	https://www.ncbi.nlm.nih.gov/gene/?term=54994
VTA1	VTA1	vesicle trafficking 1	51534	https://www.ncbi.nlm.nih.gov/gene/?term=51534
ASPHD2	ASPHD2	aspartate beta-hydroxylase domain containing 2	57168	https://www.ncbi.nlm.nih.gov/gene/?term=57168
PSEN2	PSEN2	presenilin 2	5664	https://www.ncbi.nlm.nih.gov/gene/?term=5664
MGST1	MGST1	microsomal glutathione S-transferase 1	4257	https://www.ncbi.nlm.nih.gov/gene/?term=4257
C18orf32	C18orf32	chromosome 18 open reading frame 32	497661	https://www.ncbi.nlm.nih.gov/gene/?term=497661
GTPBP4	GTPBP4	GTP binding protein 4	23560	https://www.ncbi.nlm.nih.gov/gene/?term=23560
ARL6IP6	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	151188	https://www.ncbi.nlm.nih.gov/gene/?term=151188
NDUFB6	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	4712	https://www.ncbi.nlm.nih.gov/gene/?term=4712
CORO1B	CORO1B	coronin 1B	57175	https://www.ncbi.nlm.nih.gov/gene/?term=57175
LSM2	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	57819	https://www.ncbi.nlm.nih.gov/gene/?term=57819
IMPA2	IMPA2	inositol monophosphatase 2	3613	https://www.ncbi.nlm.nih.gov/gene/?term=3613
TTC14	TTC14	tetratricopeptide repeat domain 14	151613	https://www.ncbi.nlm.nih.gov/gene/?term=151613
BRK1	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex	55845	https://www.ncbi.nlm.nih.gov/gene/?term=55845
TM7SF3	TM7SF3	transmembrane 7 superfamily member 3	51768	https://www.ncbi.nlm.nih.gov/gene/?term=51768
HADHA	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	3030	https://www.ncbi.nlm.nih.gov/gene/?term=3030
PARP3	PARP3	poly(ADP-ribose) polymerase family member 3	10039	https://www.ncbi.nlm.nih.gov/gene/?term=10039
ZNF366	ZNF366	zinc finger protein 366	167465	https://www.ncbi.nlm.nih.gov/gene/?term=167465
NUBPL	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial	80224	https://www.ncbi.nlm.nih.gov/gene/?term=80224
EGLN3	EGLN3	egl-9 family hypoxia inducible factor 3	112399	https://www.ncbi.nlm.nih.gov/gene/?term=112399
ZNF747	ZNF747	zinc finger protein 747	65988	https://www.ncbi.nlm.nih.gov/gene/?term=65988
CBL	CBL	Cbl proto-oncogene	867	https://www.ncbi.nlm.nih.gov/gene/?term=867
MAP2K1	MAP2K1	mitogen-activated protein kinase kinase 1	5604	https://www.ncbi.nlm.nih.gov/gene/?term=5604
RPSA	RPSA	ribosomal protein SA	3921	https://www.ncbi.nlm.nih.gov/gene/?term=3921
DNTTIP1	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	116092	https://www.ncbi.nlm.nih.gov/gene/?term=116092
SPPL3	SPPL3	signal peptide peptidase like 3	121665	https://www.ncbi.nlm.nih.gov/gene/?term=121665
GSTM1	GSTM1	glutathione S-transferase mu 1	2944	https://www.ncbi.nlm.nih.gov/gene/?term=2944
EID1	EID1	EP300 interacting inhibitor of differentiation 1	23741	https://www.ncbi.nlm.nih.gov/gene/?term=23741
DUSP2	DUSP2	dual specificity phosphatase 2	1844	https://www.ncbi.nlm.nih.gov/gene/?term=1844
BLOC1S4	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4	55330	https://www.ncbi.nlm.nih.gov/gene/?term=55330
LINC00847	LINC00847	long intergenic non-protein coding RNA 847	729678	https://www.ncbi.nlm.nih.gov/gene/?term=729678
PLAA	PLAA	phospholipase A2 activating protein	9373	https://www.ncbi.nlm.nih.gov/gene/?term=9373
UCHL5	UCHL5	ubiquitin C-terminal hydrolase L5	51377	https://www.ncbi.nlm.nih.gov/gene/?term=51377
MCTS1	MCTS1	MCTS1 re-initiation and release factor	28985	https://www.ncbi.nlm.nih.gov/gene/?term=28985
FLI1	FLI1	Fli-1 proto-oncogene, ETS transcription factor	2313	https://www.ncbi.nlm.nih.gov/gene/?term=2313
UBE3A	UBE3A	ubiquitin protein ligase E3A	7337	https://www.ncbi.nlm.nih.gov/gene/?term=7337
MZT2B	MZT2B	mitotic spindle organizing protein 2B	80097	https://www.ncbi.nlm.nih.gov/gene/?term=80097
YIPF3	YIPF3	Yip1 domain family member 3	25844	https://www.ncbi.nlm.nih.gov/gene/?term=25844
PDCD6	PDCD6	programmed cell death 6	10016	https://www.ncbi.nlm.nih.gov/gene/?term=10016
PPIE	PPIE	peptidylprolyl isomerase E	10450	https://www.ncbi.nlm.nih.gov/gene/?term=10450
BCKDHA	BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha	593	https://www.ncbi.nlm.nih.gov/gene/?term=593
EIF2AK1	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	27102	https://www.ncbi.nlm.nih.gov/gene/?term=27102
TMEM179B	TMEM179B	transmembrane protein 179B	374395	https://www.ncbi.nlm.nih.gov/gene/?term=374395
CHST2	CHST2	carbohydrate sulfotransferase 2	9435	https://www.ncbi.nlm.nih.gov/gene/?term=9435
PRR13	PRR13	proline rich 13	54458	https://www.ncbi.nlm.nih.gov/gene/?term=54458
NASP	NASP	nuclear autoantigenic sperm protein	4678	https://www.ncbi.nlm.nih.gov/gene/?term=4678
CST7	CST7	cystatin F	8530	https://www.ncbi.nlm.nih.gov/gene/?term=8530
SCAMP3	SCAMP3	secretory carrier membrane protein 3	10067	https://www.ncbi.nlm.nih.gov/gene/?term=10067
RRAGB	RRAGB	Ras related GTP binding B	10325	https://www.ncbi.nlm.nih.gov/gene/?term=10325
PMAIP1	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366	https://www.ncbi.nlm.nih.gov/gene/?term=5366
ATRAID	ATRAID	all-trans retinoic acid induced differentiation factor	51374	https://www.ncbi.nlm.nih.gov/gene/?term=51374
NOL7	NOL7	nucleolar protein 7	51406	https://www.ncbi.nlm.nih.gov/gene/?term=51406
CDKN2AIPNL	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	91368	https://www.ncbi.nlm.nih.gov/gene/?term=91368
MAPKAPK3	MAPKAPK3	MAPK activated protein kinase 3	7867	https://www.ncbi.nlm.nih.gov/gene/?term=7867
PDZD11	PDZD11	PDZ domain containing 11	51248	https://www.ncbi.nlm.nih.gov/gene/?term=51248
UBE2E3	UBE2E3	ubiquitin conjugating enzyme E2 E3	10477	https://www.ncbi.nlm.nih.gov/gene/?term=10477
LARP7	LARP7	La ribonucleoprotein 7, transcriptional regulator	51574	https://www.ncbi.nlm.nih.gov/gene/?term=51574
RBM42	RBM42	RNA binding motif protein 42	79171	https://www.ncbi.nlm.nih.gov/gene/?term=79171
SNRPD2	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	6633	https://www.ncbi.nlm.nih.gov/gene/?term=6633
GPI	GPI	glucose-6-phosphate isomerase	2821	https://www.ncbi.nlm.nih.gov/gene/?term=2821
SLC35B1	SLC35B1	solute carrier family 35 member B1	10237	https://www.ncbi.nlm.nih.gov/gene/?term=10237
PAQR8	PAQR8	progestin and adipoQ receptor family member 8	85315	https://www.ncbi.nlm.nih.gov/gene/?term=85315
GRPEL1	GRPEL1	GrpE like 1, mitochondrial	80273	https://www.ncbi.nlm.nih.gov/gene/?term=80273
IDH3B	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	3420	https://www.ncbi.nlm.nih.gov/gene/?term=3420
LY75	LY75	lymphocyte antigen 75	4065	https://www.ncbi.nlm.nih.gov/gene/?term=4065
SSBP2	SSBP2	single stranded DNA binding protein 2	23635	https://www.ncbi.nlm.nih.gov/gene/?term=23635
MAGT1	MAGT1	magnesium transporter 1	84061	https://www.ncbi.nlm.nih.gov/gene/?term=84061
ZNF143	ZNF143	zinc finger protein 143	7702	https://www.ncbi.nlm.nih.gov/gene/?term=7702
STT3A	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A	3703	https://www.ncbi.nlm.nih.gov/gene/?term=3703
VIPAS39	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	63894	https://www.ncbi.nlm.nih.gov/gene/?term=63894
ZNF318	ZNF318	zinc finger protein 318	24149	https://www.ncbi.nlm.nih.gov/gene/?term=24149
PSMD7	PSMD7	proteasome 26S subunit, non-ATPase 7	5713	https://www.ncbi.nlm.nih.gov/gene/?term=5713
UNC50	UNC50	unc-50 inner nuclear membrane RNA binding protein	25972	https://www.ncbi.nlm.nih.gov/gene/?term=25972
MRPL11	MRPL11	mitochondrial ribosomal protein L11	65003	https://www.ncbi.nlm.nih.gov/gene/?term=65003
EBPL	EBPL	EBP like	84650	https://www.ncbi.nlm.nih.gov/gene/?term=84650
COQ10B	COQ10B	coenzyme Q10B	80219	https://www.ncbi.nlm.nih.gov/gene/?term=80219
GANC	GANC	glucosidase alpha, neutral C	2595	https://www.ncbi.nlm.nih.gov/gene/?term=2595
IMPACT	IMPACT	impact RWD domain protein	55364	https://www.ncbi.nlm.nih.gov/gene/?term=55364
RRP1	RRP1	ribosomal RNA processing 1	8568	https://www.ncbi.nlm.nih.gov/gene/?term=8568
NAA35	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	60560	https://www.ncbi.nlm.nih.gov/gene/?term=60560
FEN1	FEN1	flap structure-specific endonuclease 1	2237	https://www.ncbi.nlm.nih.gov/gene/?term=2237
CRIP2	CRIP2	cysteine rich protein 2	1397	https://www.ncbi.nlm.nih.gov/gene/?term=1397
SNX1	SNX1	sorting nexin 1	6642	https://www.ncbi.nlm.nih.gov/gene/?term=6642
G3BP1	G3BP1	G3BP stress granule assembly factor 1	10146	https://www.ncbi.nlm.nih.gov/gene/?term=10146
ANP32E	ANP32E	acidic nuclear phosphoprotein 32 family member E	81611	https://www.ncbi.nlm.nih.gov/gene/?term=81611
SCAMP4	SCAMP4	secretory carrier membrane protein 4	113178	https://www.ncbi.nlm.nih.gov/gene/?term=113178
FBXW9	FBXW9	F-box and WD repeat domain containing 9	84261	https://www.ncbi.nlm.nih.gov/gene/?term=84261
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	https://www.ncbi.nlm.nih.gov/gene/?term=84532
AGA	AGA	aspartylglucosaminidase	175	https://www.ncbi.nlm.nih.gov/gene/?term=175
NUS1	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	116150	https://www.ncbi.nlm.nih.gov/gene/?term=116150
GART	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618	https://www.ncbi.nlm.nih.gov/gene/?term=2618
SERTAD3	SERTAD3	SERTA domain containing 3	29946	https://www.ncbi.nlm.nih.gov/gene/?term=29946
INSIG1	INSIG1	insulin induced gene 1	3638	https://www.ncbi.nlm.nih.gov/gene/?term=3638
SNX5	SNX5	sorting nexin 5	27131	https://www.ncbi.nlm.nih.gov/gene/?term=27131
LSM1	LSM1	LSM1 homolog, mRNA degradation associated	27257	https://www.ncbi.nlm.nih.gov/gene/?term=27257
FEM1A	FEM1A	fem-1 homolog A	55527	https://www.ncbi.nlm.nih.gov/gene/?term=55527
PBDC1	PBDC1	polysaccharide biosynthesis domain containing 1	51260	https://www.ncbi.nlm.nih.gov/gene/?term=51260
SF3B4	SF3B4	splicing factor 3b subunit 4	10262	https://www.ncbi.nlm.nih.gov/gene/?term=10262
SEC63	SEC63	SEC63 homolog, protein translocation regulator	11231	https://www.ncbi.nlm.nih.gov/gene/?term=11231
LRRC28	LRRC28	leucine rich repeat containing 28	123355	https://www.ncbi.nlm.nih.gov/gene/?term=123355
ORC4	ORC4	origin recognition complex subunit 4	5000	https://www.ncbi.nlm.nih.gov/gene/?term=5000
FBXO34	FBXO34	F-box protein 34	55030	https://www.ncbi.nlm.nih.gov/gene/?term=55030
MCAT	MCAT	malonyl-CoA-acyl carrier protein transacylase	27349	https://www.ncbi.nlm.nih.gov/gene/?term=27349
KCTD6	KCTD6	potassium channel tetramerization domain containing 6	200845	https://www.ncbi.nlm.nih.gov/gene/?term=200845
TMEM68	TMEM68	transmembrane protein 68	137695	https://www.ncbi.nlm.nih.gov/gene/?term=137695
ABHD3	ABHD3	abhydrolase domain containing 3, phospholipase	171586	https://www.ncbi.nlm.nih.gov/gene/?term=171586
ORMDL2	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2	29095	https://www.ncbi.nlm.nih.gov/gene/?term=29095
PLEKHJ1	PLEKHJ1	pleckstrin homology domain containing J1	55111	https://www.ncbi.nlm.nih.gov/gene/?term=55111
RCCD1	RCCD1	RCC1 domain containing 1	91433	https://www.ncbi.nlm.nih.gov/gene/?term=91433
SNX17	SNX17	sorting nexin 17	9784	https://www.ncbi.nlm.nih.gov/gene/?term=9784
HPS3	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1	84343	https://www.ncbi.nlm.nih.gov/gene/?term=84343
ZFR	ZFR	zinc finger RNA binding protein	51663	https://www.ncbi.nlm.nih.gov/gene/?term=51663
CAMK2G	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	818	https://www.ncbi.nlm.nih.gov/gene/?term=818
GTF2F2	GTF2F2	general transcription factor IIF subunit 2	2963	https://www.ncbi.nlm.nih.gov/gene/?term=2963
MRPL46	MRPL46	mitochondrial ribosomal protein L46	26589	https://www.ncbi.nlm.nih.gov/gene/?term=26589
ESD	ESD	esterase D	2098	https://www.ncbi.nlm.nih.gov/gene/?term=2098
NDUFAF3	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	25915	https://www.ncbi.nlm.nih.gov/gene/?term=25915
CTNNBIP1	CTNNBIP1	catenin beta interacting protein 1	56998	https://www.ncbi.nlm.nih.gov/gene/?term=56998
PDE4B	PDE4B	phosphodiesterase 4B	5142	https://www.ncbi.nlm.nih.gov/gene/?term=5142
APTX	APTX	aprataxin	54840	https://www.ncbi.nlm.nih.gov/gene/?term=54840
TSPAN3	TSPAN3	tetraspanin 3	10099	https://www.ncbi.nlm.nih.gov/gene/?term=10099
TSG101	TSG101	tumor susceptibility 101	7251	https://www.ncbi.nlm.nih.gov/gene/?term=7251
HLA-DQB1	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	https://www.ncbi.nlm.nih.gov/gene/?term=3119
RFX5	RFX5	regulatory factor X5	5993	https://www.ncbi.nlm.nih.gov/gene/?term=5993
FAM118B	FAM118B	family with sequence similarity 118 member B	79607	https://www.ncbi.nlm.nih.gov/gene/?term=79607
COPE	COPE	COPI coat complex subunit epsilon	11316	https://www.ncbi.nlm.nih.gov/gene/?term=11316
RBPJ	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	3516	https://www.ncbi.nlm.nih.gov/gene/?term=3516
GNL2	GNL2	G protein nucleolar 2	29889	https://www.ncbi.nlm.nih.gov/gene/?term=29889
CLN6	CLN6	CLN6 transmembrane ER protein	54982	https://www.ncbi.nlm.nih.gov/gene/?term=54982
GPR183	GPR183	G protein-coupled receptor 183	1880	https://www.ncbi.nlm.nih.gov/gene/?term=1880
ROGDI	ROGDI	rogdi atypical leucine zipper	79641	https://www.ncbi.nlm.nih.gov/gene/?term=79641
CPSF3	CPSF3	cleavage and polyadenylation specific factor 3	51692	https://www.ncbi.nlm.nih.gov/gene/?term=51692
DCAF13	DCAF13	DDB1 and CUL4 associated factor 13	25879	https://www.ncbi.nlm.nih.gov/gene/?term=25879
FRA10AC1	FRA10AC1	FRA10A associated CGG repeat 1	118924	https://www.ncbi.nlm.nih.gov/gene/?term=118924
MRPL38	MRPL38	mitochondrial ribosomal protein L38	64978	https://www.ncbi.nlm.nih.gov/gene/?term=64978
ALG5	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	29880	https://www.ncbi.nlm.nih.gov/gene/?term=29880
KTI12	KTI12	KTI12 chromatin associated homolog	112970	https://www.ncbi.nlm.nih.gov/gene/?term=112970
ST14	ST14	ST14 transmembrane serine protease matriptase	6768	https://www.ncbi.nlm.nih.gov/gene/?term=6768
YPEL5	YPEL5	yippee like 5	51646	https://www.ncbi.nlm.nih.gov/gene/?term=51646
SNRPC	SNRPC	small nuclear ribonucleoprotein polypeptide C	6631	https://www.ncbi.nlm.nih.gov/gene/?term=6631
TPP1	TPP1	tripeptidyl peptidase 1	1200	https://www.ncbi.nlm.nih.gov/gene/?term=1200
GNG5	GNG5	G protein subunit gamma 5	2787	https://www.ncbi.nlm.nih.gov/gene/?term=2787
MRPS11	MRPS11	mitochondrial ribosomal protein S11	64963	https://www.ncbi.nlm.nih.gov/gene/?term=64963
SLC25A33	SLC25A33	solute carrier family 25 member 33	84275	https://www.ncbi.nlm.nih.gov/gene/?term=84275
PSMD4	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4	5710	https://www.ncbi.nlm.nih.gov/gene/?term=5710
NFU1	NFU1	NFU1 iron-sulfur cluster scaffold	27247	https://www.ncbi.nlm.nih.gov/gene/?term=27247
LTB	LTB	lymphotoxin beta	4050	https://www.ncbi.nlm.nih.gov/gene/?term=4050
CCDC88A	CCDC88A	coiled-coil domain containing 88A	55704	https://www.ncbi.nlm.nih.gov/gene/?term=55704
SLU7	SLU7	SLU7 homolog, splicing factor	10569	https://www.ncbi.nlm.nih.gov/gene/?term=10569
RANGRF	RANGRF	RAN guanine nucleotide release factor	29098	https://www.ncbi.nlm.nih.gov/gene/?term=29098
BAZ1B	BAZ1B	bromodomain adjacent to zinc finger domain 1B	9031	https://www.ncbi.nlm.nih.gov/gene/?term=9031
BET1	BET1	Bet1 golgi vesicular membrane trafficking protein	10282	https://www.ncbi.nlm.nih.gov/gene/?term=10282
CRBN	CRBN	cereblon	51185	https://www.ncbi.nlm.nih.gov/gene/?term=51185
C14orf119	C14orf119	chromosome 14 open reading frame 119	55017	https://www.ncbi.nlm.nih.gov/gene/?term=55017
FDFT1	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222	https://www.ncbi.nlm.nih.gov/gene/?term=2222
ARMC8	ARMC8	armadillo repeat containing 8	25852	https://www.ncbi.nlm.nih.gov/gene/?term=25852
CCNG2	CCNG2	cyclin G2	901	https://www.ncbi.nlm.nih.gov/gene/?term=901
SLC35A2	SLC35A2	solute carrier family 35 member A2	7355	https://www.ncbi.nlm.nih.gov/gene/?term=7355
SLC41A3	SLC41A3	solute carrier family 41 member 3	54946	https://www.ncbi.nlm.nih.gov/gene/?term=54946
SLC9A9	SLC9A9	solute carrier family 9 member A9	285195	https://www.ncbi.nlm.nih.gov/gene/?term=285195
KLHL42	KLHL42	kelch like family member 42	57542	https://www.ncbi.nlm.nih.gov/gene/?term=57542
EXOC5	EXOC5	exocyst complex component 5	10640	https://www.ncbi.nlm.nih.gov/gene/?term=10640
NGRN	NGRN	neugrin, neurite outgrowth associated	51335	https://www.ncbi.nlm.nih.gov/gene/?term=51335
ANP32B	ANP32B	acidic nuclear phosphoprotein 32 family member B	10541	https://www.ncbi.nlm.nih.gov/gene/?term=10541
TAX1BP3	TAX1BP3	Tax1 binding protein 3	30851	https://www.ncbi.nlm.nih.gov/gene/?term=30851
S1PR4	S1PR4	sphingosine-1-phosphate receptor 4	8698	https://www.ncbi.nlm.nih.gov/gene/?term=8698
ALDH3A2	ALDH3A2	aldehyde dehydrogenase 3 family member A2	224	https://www.ncbi.nlm.nih.gov/gene/?term=224
